Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
30,Retired,Single,1,Rent,1,830,8812,12220,5,auto,No,4.5,1,4600,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,Yes
31,Manager,Single,3,Rent,1,823,92029,300000,21,medical,No,4.5,1,0,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
51,Unemployed,Married,4,Own,1,830,150000,300000,9,home,No,4.5,4,588,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
33,Engineer,Single,0,Live with Parents,85,690,1250,16487,2,auto,No,5.2,1,4012,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Online,No
26,Doctor,Single,1,Rent,53,599,26235,73318,1,auto,No,4.5,0,3507,Rapid,Local,No,13:20,Normal,Defaulted,Yes,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
27,Engineer,Single,0,Rent,71,830,53204,29540,11,education,No,7.6,1,2070,Rapid,Local,No,12:30,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
22,Artist,Single,0,Rent,88,777,0,55531,1,personal,No,4.5,1,3238,Rapid,Unusual,No,11:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
35,Engineer,Married,1,Own,1,754,115648,2000,22,home,No,4.5,4,2408,Rapid,Local,No,12:45,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
35,Designer,Single,0,Rent,27,758,6799,2000,1,auto,No,5.4,2,1529,Normal,Unusual,No,03:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
45,Architect,Single,3,Own,56,793,16320,36878,1,auto,No,4.5,4,4489,Rapid,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
45,Designer,Single,1,Rent,9,668,21777,11248,23,personal,No,6.4,3,5188,Rapid,Unusual,No,14:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,No
44,Manager,Divorced,2,Own,360,830,38330,72909,14,home,Yes,4.5,4,4150,Rapid,Local,No,12:45,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Manager,Married,0,Own,160,830,150000,52999,12,home,Yes,4.5,2,7000,Rapid,Local,Yes,11:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
24,Self-employed,Single,0,Rent,48,830,42658,24426,1,auto,No,5.2,2,135,Rapid,Unusual,No,11:50,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
23,Architect,Single,0,Rent,1,830,60938,2000,5,auto,No,4.5,0,0,Normal,Local,No,12:30,Normal,Late,Yes,Verified,No,Laptop,No,Consistent,Referral,No
55,Chef,Married,4,Live with Parents,1,580,10847,2000,20,auto,No,5.6,1,3830,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
28,Teacher,Divorced,4,Own,1,723,1335,60964,10,home,No,4.5,1,3753,Normal,Local,No,13:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
36,Entrepreneur,Divorced,4,Own,67,830,82798,76693,29,education,No,4.8,1,3500,Rapid,Local,No,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Clerk,Single,1,Rent,1,830,44967,63765,12,auto,No,4.5,3,3457,Rapid,Local,No,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
52,Entrepreneur,Married,4,Own,218,818,98196,300000,21,home,Yes,6.8,1,736,Normal,Local,Yes,12:45,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
45,Designer,Single,2,Own,2,698,526,17820,24,medical,Yes,5.1,3,110,Normal,Local,No,02:00,Normal,Late,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Artist,Single,2,Rent,16,756,42982,2000,2,personal,No,4.8,2,3811,Normal,Local,No,15:40,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Student,Single,0,Rent,48,580,48129,28702,1,education,No,5.3,0,4665,Normal,Unusual,No,03:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Artist,Single,1,Rent,35,580,7067,55997,22,home,No,4.5,2,4755,Normal,Local,No,09:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
26,Self-employed,Single,0,Rent,1,776,27413,2000,1,personal,No,8,0,0,Normal,Local,No,13:30,Normal,Late,No,Not Verified,No,Laptop,No,Consistent,Online,No
56,Student,Divorced,0,Rent,125,830,110786,300000,1,travel,No,5.2,3,4048,Rapid,Local,Yes,14:00,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
24,Technician,Divorced,1,Rent,146,830,32308,69227,29,personal,No,5.2,3,2367,Rapid,Local,No,10:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
25,Retired,Single,1,Own,56,766,24468,57153,6,auto,No,4.8,3,4606,Normal,Local,No,10:20,Normal,Defaulted,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Architect,Single,0,Rent,85,813,0,23588,1,personal,No,4.5,2,1146,Normal,Local,No,11:50,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
25,Student,Single,1,Rent,75,580,64389,5267,7,auto,No,4.5,1,4185,Rapid,Unusual,No,14:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Engineer,Married,3,Own,21,687,15676,300000,30,medical,Yes,5,2,0,Rapid,Local,Yes,13:20,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Self-employed,Single,1,Rent,1,830,17892,2000,1,medical,No,4.5,0,3195,Normal,Unusual,No,01:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
56,Entrepreneur,Married,4,Own,1,830,61419,74081,30,home,Yes,5.3,3,3427,Normal,Local,Yes,13:20,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
45,Teacher,Married,4,Own,78,808,19613,19575,5,home,Yes,4.6,1,2554,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,Yes
35,Manager,Married,2,Own,158,787,150000,300000,25,home,Yes,4.5,2,7000,Normal,Local,Yes,10:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
39,Manager,Single,1,Rent,19,679,25242,38185,17,personal,No,4.5,1,4540,Rapid,Unusual,No,16:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
27,Engineer,Single,1,Rent,76,804,9461,76437,12,personal,No,4.7,1,2106,Normal,Unusual,No,16:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
43,Manager,Divorced,0,Own,146,830,150000,300000,22,home,Yes,4.5,4,6372,Rapid,Local,Yes,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
42,Student,Divorced,0,Rent,160,807,53788,11116,7,auto,No,5.7,1,3953,Rapid,Local,Yes,10:40,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
29,Manager,Divorced,0,Own,96,653,86586,16232,30,home,Yes,4.5,3,7000,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
47,Technician,Single,0,Own,45,796,41895,2000,2,home,No,4.5,2,0,Normal,Local,No,12:10,Normal,Late,No,Not Verified,No,Desktop,No,Consistent,Online,Yes
56,Entrepreneur,Single,1,Own,1,830,28516,16312,2,medical,No,4.5,1,0,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
50,Doctor,Married,2,Own,1,830,42726,69719,9,home,Yes,4.5,2,2442,Rapid,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
55,Lawyer,Divorced,0,Own,115,758,125892,69111,18,home,Yes,4.7,2,3387,Rapid,Local,No,13:20,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
22,Engineer,Single,0,Rent,76,827,0,3104,20,personal,No,6.9,3,2193,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
24,Clerk,Single,1,Rent,87,796,5810,33024,1,education,No,5.2,1,0,Normal,Unusual,No,11:00,Unusual,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
25,Engineer,Married,0,Own,360,830,150000,45138,29,home,Yes,4.5,3,3800,Rapid,Local,Yes,11:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
26,Entrepreneur,Married,0,Own,1,830,150000,300000,30,home,Yes,4.5,4,463,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Accountant,Single,0,Rent,1,764,91172,2000,18,auto,No,4.5,1,3402,Normal,Unusual,No,11:50,Normal,On-time,Yes,Verified,No,Mobile,No,Consistent,Online,Yes
56,Engineer,Single,0,Rent,234,790,43206,2000,1,personal,No,4.5,2,5272,Rapid,Local,No,15:30,Normal,Late,No,Verified,No,Tablet,Yes,Consistent,Online,Yes
22,Musician,Single,1,Rent,1,803,101058,31802,1,personal,No,4.5,0,4766,Normal,Unusual,No,09:00,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
40,Designer,Divorced,0,Live with Parents,360,693,65252,62723,22,home,No,4.5,4,3069,Rapid,Local,No,13:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
56,Manager,Married,0,Own,1,691,133978,60861,30,home,Yes,4.5,0,6596,Normal,Local,Yes,01:00,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
22,Clerk,Single,0,Rent,35,815,30440,2000,1,home,No,4.7,2,3331,Rapid,Local,No,11:50,Normal,Defaulted,No,Not Verified,No,Desktop,No,Inconsistent,Online,No
22,Self-employed,Single,1,Rent,90,805,0,12345,1,personal,No,4.5,1,3619,Normal,Unusual,No,15:40,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Referral,Yes
39,Manager,Married,4,Rent,1,801,6492,46263,30,auto,Yes,4.5,2,1758,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Manager,Married,0,Own,216,792,140132,300000,30,home,Yes,4.5,3,1962,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Teacher,Married,2,Own,360,830,3497,37830,19,medical,No,4.5,3,7000,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
23,Technician,Single,0,Own,4,807,0,44670,7,medical,No,4.5,2,3634,Normal,Local,No,10:50,Unusual,Late,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
43,Software Developer,Single,0,Rent,41,760,0,60504,6,personal,No,4.5,1,4862,Normal,Local,No,15:40,Normal,On-time,No,Not Verified,No,Desktop,Yes,Consistent,Referral,No
35,Manager,Married,0,Own,86,830,19792,61343,1,auto,No,5,3,3970,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Referral,No
48,Teacher,Divorced,0,Rent,236,830,85519,11090,1,medical,No,4.6,4,3235,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,Yes
27,Manager,Single,0,Rent,76,830,42588,34691,1,medical,No,4.5,1,4521,Normal,Local,No,15:30,Normal,Defaulted,No,Verified,No,Mobile,No,Consistent,Online,No
24,Manager,Divorced,4,Own,83,830,18637,75881,30,home,No,5.1,2,410,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
29,Manager,Married,4,Own,1,830,42858,199591,30,home,Yes,4.5,3,6088,Rapid,Local,Yes,15:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
22,Manager,Married,2,Own,97,830,53739,2000,30,home,No,4.8,3,1458,Rapid,Local,No,16:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
54,Lawyer,Married,1,Own,203,830,64013,80815,25,home,Yes,4.5,3,7000,Normal,Local,Yes,12:45,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Referral,No
36,Self-employed,Single,0,Live with Parents,1,715,11008,2000,1,personal,No,4.5,0,4348,Normal,Unusual,No,03:00,Normal,On-time,Yes,Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Accountant,Single,1,Rent,82,623,0,61740,20,personal,No,4.5,1,4331,Normal,Local,No,03:00,Unusual,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
55,Entrepreneur,Single,0,Own,70,830,32598,2271,1,education,No,6.7,2,1446,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Designer,Single,1,Rent,1,713,0,2000,6,travel,No,4.5,2,4255,Rapid,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Artist,Single,0,Own,82,714,0,40827,1,education,No,6,1,4452,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
32,Lawyer,Single,1,Own,54,580,32709,29070,30,education,No,5.9,2,3918,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
37,Technician,Single,0,Rent,63,659,0,37697,1,education,No,4.5,1,4645,Normal,Local,No,10:30,Unusual,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
22,Retired,Single,1,Rent,27,759,33796,36793,6,education,Yes,4.5,0,4659,Normal,Local,No,10:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Artist,Married,2,Rent,15,830,57408,77401,1,auto,No,5.5,2,751,Normal,Local,Yes,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
29,Musician,Divorced,0,Own,43,830,10995,59662,1,home,No,4.9,4,3821,Rapid,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
24,Doctor,Single,0,Rent,134,760,35894,49800,23,auto,No,4.5,4,4408,Normal,Local,No,15:40,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
22,Chef,Single,1,Rent,44,794,6169,55539,1,personal,No,4.5,1,3367,Normal,Local,No,03:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
50,Engineer,Divorced,4,Live with Parents,360,690,20300,47198,11,home,Yes,4.5,4,7000,Normal,Local,No,12:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
56,Musician,Single,4,Own,1,703,16325,15236,7,education,No,4.5,1,4222,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
25,Technician,Single,4,Rent,1,830,33936,36964,6,medical,No,4.5,2,4739,Normal,Local,No,09:00,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
45,Musician,Married,0,Own,1,651,46680,63032,30,personal,Yes,7.2,2,0,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
22,Engineer,Single,0,Rent,38,774,70089,30628,8,auto,No,4.5,1,4311,Normal,Unusual,No,14:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
37,Manager,Single,0,Rent,1,783,53226,2000,18,personal,No,4.5,2,4245,Rapid,Unusual,No,11:00,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,Yes
36,Entrepreneur,Single,3,Own,39,818,121931,300000,30,home,Yes,4.5,1,2432,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
24,Architect,Single,0,Own,19,764,14460,64567,20,education,No,5.5,1,0,Rapid,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
26,Doctor,Single,0,Rent,258,815,0,42755,11,education,No,4.5,1,2547,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
26,Unemployed,Single,0,Rent,91,781,24856,11011,12,auto,No,4.6,2,3437,Rapid,Unusual,No,03:00,Normal,On-time,No,Not Verified,Yes,Desktop,No,Inconsistent,Online,Yes
22,Entrepreneur,Single,1,Own,31,759,8016,72078,8,travel,No,5.9,0,702,Normal,Local,No,14:40,Unusual,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
32,Architect,Single,1,Rent,72,613,0,61904,3,personal,No,8,0,414,Rapid,Unusual,No,11:00,Normal,On-time,No,Not Verified,No,Tablet,No,Inconsistent,Online,No
44,Engineer,Single,1,Rent,5,830,54192,2000,1,auto,No,5.3,1,4070,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
22,Clerk,Divorced,0,Own,1,830,47656,2000,15,auto,No,4.5,1,3300,Rapid,Unusual,No,12:30,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
42,Engineer,Single,4,Live with Parents,350,779,18762,2741,26,home,No,4.7,1,7000,Normal,Local,No,11:50,Normal,On-time,No,Not Verified,No,Laptop,No,Consistent,Online,No
43,Retired,Single,2,Own,360,830,78516,38436,30,home,Yes,4.5,2,6000,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Technician,Single,0,Own,74,830,52723,2000,1,home,Yes,5.8,1,0,Rapid,Local,No,02:00,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
36,Technician,Single,1,Rent,1,830,31270,39215,1,education,No,7.4,0,2797,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Tablet,No,Inconsistent,Online,No
56,Designer,Divorced,0,Rent,360,722,6972,2000,15,travel,No,5.6,4,5113,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Student,Single,0,Rent,49,830,29066,43469,22,travel,No,6.2,2,2684,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Designer,Single,1,Rent,90,825,19232,49711,1,auto,No,5.9,1,4234,Rapid,Local,No,03:00,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Referral,No
38,Manager,Divorced,3,Own,45,830,141220,60471,6,home,Yes,4.5,1,2949,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
29,Entrepreneur,Married,4,Own,78,830,16741,300000,30,home,Yes,4.5,4,0,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
34,Artist,Married,0,Rent,1,659,7505,36389,7,auto,No,4.5,1,2886,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Manager,Married,0,Own,232,700,1729,10943,20,home,No,4.9,3,1321,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
43,Manager,Divorced,4,Live with Parents,1,712,55954,283377,24,auto,No,4.5,2,4484,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Designer,Married,3,Rent,73,830,18182,48159,1,medical,No,5.8,3,700,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
30,Doctor,Married,0,Own,65,808,6645,2000,1,education,No,8,2,0,Rapid,Local,No,16:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Consistent,Online,Yes
35,Doctor,Single,0,Rent,49,830,78177,39564,1,auto,Yes,4.5,2,5105,Normal,Local,Yes,11:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,No
22,Engineer,Single,1,Rent,89,789,33793,2000,21,auto,No,4.5,2,4772,Normal,Local,No,11:50,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
56,Self-employed,Married,1,Live with Parents,1,830,107425,300000,9,education,Yes,4.7,2,3914,Rapid,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Designer,Single,1,Rent,21,805,0,14093,1,personal,No,4.5,2,3387,Normal,Unusual,No,16:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
27,Manager,Divorced,4,Own,1,704,2956,30715,1,home,No,4.5,1,7000,Rapid,Local,Yes,14:40,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
45,Lawyer,Divorced,1,Own,360,830,0,80629,15,auto,No,7.2,2,0,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Engineer,Single,4,Rent,1,830,94849,37725,14,home,No,4.5,2,0,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
56,Software Developer,Married,0,Rent,68,820,54652,21525,2,home,No,6.3,0,3657,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
55,Manager,Divorced,0,Own,154,799,52121,69932,27,home,Yes,5.1,4,7000,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Self-employed,Single,1,Own,59,830,10264,76409,17,home,No,4.5,1,766,Rapid,Local,No,12:00,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
53,Engineer,Married,4,Own,54,800,4018,2903,1,education,No,5.8,0,0,Normal,Local,No,10:10,Normal,On-time,Yes,Verified,No,Desktop,No,Consistent,Referral,No
52,Engineer,Single,2,Own,39,830,95465,70868,7,personal,No,8,0,1243,Normal,Local,No,10:40,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
47,Technician,Divorced,0,Rent,81,699,2582,2000,27,personal,No,7.7,1,3779,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
40,Musician,Single,0,Own,92,580,0,2000,1,travel,No,6.6,1,4814,Rapid,Unusual,No,13:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,Yes
25,Engineer,Divorced,1,Own,31,804,68293,66774,12,personal,No,4.5,2,4845,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
22,Engineer,Married,1,Live with Parents,6,830,62439,37201,1,auto,No,4.5,0,0,Normal,Local,No,02:00,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Engineer,Single,1,Rent,92,580,8261,54842,5,personal,No,4.5,1,4723,Normal,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,Yes,Inconsistent,Referral,Yes
41,Teacher,Married,0,Own,50,830,85888,6345,22,education,No,4.5,3,2598,Normal,Local,No,12:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Architect,Married,4,Own,1,830,8555,22842,22,auto,No,4.5,1,2841,Rapid,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
45,Retired,Married,4,Own,1,769,0,80640,1,auto,No,5.9,0,2312,Rapid,Local,No,10:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
27,Technician,Single,1,Rent,86,804,0,5267,11,education,No,5.9,1,3456,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,Yes
22,Lawyer,Married,2,Own,29,830,79354,2000,11,personal,No,4.5,2,2855,Normal,Local,No,09:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,Yes
23,Teacher,Divorced,3,Own,12,657,69254,40874,25,home,Yes,4.5,1,1670,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,Yes
51,Entrepreneur,Divorced,1,Own,1,782,78509,69097,30,home,Yes,4.5,4,7000,Rapid,Local,Yes,14:15,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
39,Doctor,Married,4,Own,69,830,0,76943,1,education,Yes,4.5,1,2843,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
42,Chef,Single,0,Rent,81,580,16854,65079,17,auto,No,4.9,1,4810,Rapid,Local,No,09:40,Unusual,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Engineer,Single,0,Own,360,698,42052,34065,11,medical,No,4.5,2,3404,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Teacher,Single,4,Rent,16,830,43276,37562,8,personal,No,4.5,1,368,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
33,Technician,Divorced,4,Own,1,821,137671,37844,30,home,No,5.1,2,0,Rapid,Unusual,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
45,Engineer,Single,2,Rent,26,806,32476,75448,1,education,No,7,0,0,Rapid,Local,No,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
37,Doctor,Divorced,2,Own,70,782,110646,72553,1,home,No,4.5,1,5694,Normal,Local,No,14:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
35,Teacher,Divorced,0,Rent,1,830,54266,2000,16,auto,No,4.5,1,1938,Normal,Local,No,11:50,Unusual,On-time,No,Not Verified,No,Laptop,Yes,Inconsistent,Online,No
32,Engineer,Married,4,Rent,18,580,19972,56482,1,education,No,6.2,3,3804,Normal,Local,No,16:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Technician,Single,1,Own,1,768,17333,49686,16,home,No,4.6,2,2909,Rapid,Local,No,09:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,No
55,Accountant,Married,0,Own,132,830,99095,80478,30,home,Yes,5.4,4,7000,Rapid,Local,Yes,12:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Chef,Married,0,Rent,72,812,92293,16009,23,home,No,4.5,3,4208,Rapid,Local,Yes,10:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
28,Teacher,Married,4,Own,1,726,53162,63504,15,home,No,4.5,2,472,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
26,Entrepreneur,Divorced,1,Own,20,804,31206,300000,23,home,No,4.5,3,3780,Normal,Local,No,15:30,Normal,On-time,No,Verified,Yes,Desktop,No,Consistent,Referral,No
46,Designer,Single,0,Rent,85,580,0,2000,1,personal,No,6.8,1,3916,Rapid,Unusual,No,15:30,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
56,Engineer,Single,4,Own,360,830,44996,13614,12,home,No,4.5,4,4866,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Tablet,Yes,Inconsistent,Referral,No
25,Student,Single,0,Rent,46,788,8417,22988,6,auto,No,5.2,1,865,Normal,Local,No,03:00,Unusual,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
22,Technician,Divorced,4,Own,1,769,47,57192,18,personal,No,4.5,0,1324,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
30,Self-employed,Single,1,Rent,93,830,63566,29811,1,personal,No,5.5,1,4511,Normal,Unusual,No,11:50,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Engineer,Divorced,4,Own,1,787,32933,8341,28,medical,No,4.5,0,0,Normal,Local,No,11:50,Unusual,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
